realClass,\histAge,\histAgePerReview,\histReviewsPerUser,\histDiscussionCount,\histIPCount,\histReviewCount,\histUserCount,\histModifiedLinesRate,\histOccasionalUsersReviewsRate,\histLastThreeMonthsReviewsRate,\histMostActiveUsersReviewsRate,\histStdReviewsPerUser,\histReviewsPerDay,\histProbReview,\ari,\flesch,\coleman,\kincaid,\fog,\smog,\li,\numPerguntas,\numPassiveVoice,\porcMenoresFrases,\porcMaioresFrases,\porcConjucoes,\numAuxiliarVerb,\inicioArtigo,\inicioPronome,\inicioConjuncaoSubordinadas,\inicioConjuncao,\porcSubstantivacao,\porcPreposicao,\inicioPronomeInterrogativo,\inicioPreposicoes,\wordCount,\sentenceCount,\porcToBe,\numPronomes,\netAssortativityInOut,\netAssortativityOutIn,\charCount,\netAssortativityInIn,\netInDegree,\netOutDegree,\netAssortativityOutOut,\netClusteringCoefficient,\netLinkCount,\netTranslationCount,\netReciprocity,\netPageRank,\CitPerTLen,\ImagesPerSec,\numCitations,\CitPerSec,\minSLen,\maxSLen,\stdSLen,\minAbsLen,\XLinksPerSec,\ssCount,\sCount,\numExtLink,\tamMaiorFrase,\avgSLen,\meanSubsectionPerSection,\LinksPerTLen,\avgPLen,id
'FA',2391.0,9.95,4.35,37.0,25.0,234.0,209.0,3.2,23.5,2.56,58.12,16.46,0.0979,3.71576E-6,22.5,31.8,14.2,18.4,22.1,16.9,69.0,0.0,41.0,0.5857,0.2714,0.0543,12.0,8.0,27.0,1.0,0.0,0.0203,0.1316,0.0,8.0,2706.0,70.0,0.0248,150.0,0.04,0.02,30665.0,0.0,16.0,184.0,0.5,0.05955,186.0,3.0,0.04348,1.2471,1095.1786,0.0,28.0,5.6,20.0,3240.0,90.87,1123.0,0.0,8.0,5.0,0.0,150.0,6133.0,1.6,164.8656,270.6,227494
'SB',956.0,29.03,1.14,2.0,0.0,8.0,8.0,15.79,100.0,12.5,25.0,0.38,0.0084,8.26939E-10,9.0,76.4,8.5,7.4,8.8,6.9,37.4,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1795,0.0,0.0,39.0,2.0,0.0513,0.0,0.0,0.0,721.0,0.0,3.0,9.0,0.01,0.37273,11.0,4.0,0.11111,0.0117,0.0,0.0,0.0,0.0,215.0,337.0,238.29,218.0,1.0,0.0,1.0,1.0,31.0,721.0,0.0,65.5455,19.5,10801573
'ST',1024.0,34.92,1.4,4.0,0.0,7.0,7.0,2.27,100.0,14.29,42.86,0.89,0.0068,8.10319E-13,8.9,45.0,12.5,9.8,15.6,12.7,44.6,0.0,4.0,0.25,0.0,0.0667,0.0,0.0,2.0,0.0,0.0,0.0333,0.1222,0.0,0.0,90.0,8.0,0.0444,2.0,0.01,0.0,1884.0,0.0,2.0,21.0,0.05,0.17857,25.0,0.0,0.09524,0.1185,1884.0,0.0,1.0,0.2,87.0,357.0,38.38,107.0,0.0,0.0,5.0,0.0,17.0,376.8,0.0,75.36,22.5,9437061
'GA',2698.0,0.84,2.87,140.0,407.0,1215.0,808.0,10.35,25.6,8.31,33.0,10.05,0.4503,2.74456E-4,16.3,52.0,11.6,13.5,16.9,13.5,54.6,0.0,138.0,0.5714,0.2143,0.0471,18.0,63.0,21.0,6.0,0.0,0.0179,0.1123,1.0,12.0,6306.0,210.0,0.0389,122.0,10.99,0.37,70361.0,1.36,1792.0,486.0,2.98,0.0121,511.0,28.0,0.56173,4.5605,703.61,1.0667,100.0,6.6667,15.0,7170.0,397.81,4858.0,1.2,3.0,15.0,18.0,238.0,4690.7334,0.2,137.6928,118.9811,7920751
'SB',1074.0,24.18,1.0,3.0,0.0,8.0,8.0,0.0,100.0,0.0,12.5,0.0,0.0074,2.88061E-10,16.7,37.9,15.4,14.0,17.0,14.5,57.2,0.0,3.0,0.5714,0.2857,0.0588,1.0,2.0,0.0,0.0,0.0,0.0294,0.1176,0.0,1.0,170.0,7.0,0.0294,1.0,0.01,0.0,1282.0,0.0,1.0,7.0,0.04,0.05357,10.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,1196.0,1196.0,0.0,0.0,2.0,0.0,0.0,2.0,36.0,0.0,0.0,128.2,56.6667,8580706
'GA',1888.0,0.44,3.56,731.0,1383.0,3289.0,1906.0,44.25,18.67,8.57,28.79,12.28,1.7421,4.7006E-4,14.6,56.6,10.1,12.5,15.8,12.6,49.9,0.0,81.0,648,0.12,0.0438,30.0,25.0,21.0,6.0,0.0,0.0097,0.1247,3.0,7.0,3610.0,125.0,0.0343,168.0,0.67,0.04,37031.0,0.05,180.0,162.0,0.61,0.04637,168.0,30.0,0.21605,3.2664,1157.2188,0.1429,32.0,4.5714,17.0,5470.0,263.83,1941.0,1.2857,11.0,7.0,9.0,218.0,5290143,1.5714,220.4226,128.9286,1028460
'FA',2045.0,0.63,2.97,49.0,198.0,545.0,347.0,36.84,23.3,48.99,28.62,8.27,0.2665,7.95675E-5,14.4,49.9,12.6,12.3,15.4,13.2,53.4,0.0,153.0,0.5385,27068809,0.0517,37.0,60.0,39.0,9.0,0.0,0.0197,0.1276,1.0,22.0,5684.0,234.0,0.0368,158.0,1.07,0.06,50801.0,0.21,381.0,100.0,0.28,0.41335,111.0,16.0,0.1,1.1275,604.7738,1.0,84.0,9.3333,12.0,8600.0,178.19,2552.0,0.4444,8.0,9.0,4.0,180.0,5644.5557,0.8889,457.6667,710.5,618649
'ST',2171.0,5.43,2.17,15.0,92.0,235.0,143.0,10.49,31.91,4.26,25.53,5.14,0.1082,3.07724E-6,12.7,56.5,12.4,10.5,13.3,11.8,49.7,0.0,23.0,0.5152,0.1212,0.0453,1.0,10.0,5.0,1.0,0.0,0.0146,146,0.0,4.0,685.0,33.0,38,18.0,0.55,0.18,7088.0,0.13,88.0,121.0,0.75,0.18156,132.0,11.0,0.50413,2.4046,0.0,0.0,0.0,0.0,209.0,1708.0,173.49,210.0,1.8333,0.0,6.0,11.0,48.0,1181.3333,0.0,53697,45.6667,410424
'BC',2228.0,1.71,2.15,14.0,221.0,486.0,265.0,7.66,30.66,10.7,16.87,2.77,0.2181,1.87402E-5,13.8,62.9,8.9,11.7,14.6,11.0,47.8,0.0,34.0,0.6829,0.1707,28,5.0,10.0,12.0,3.0,0.0,0.0046,79,0.0,10.0,2391.0,82.0,18,75.0,0.69,0.07,20944.0,0.06,145.0,171.0,0.81,0.13381,177.0,12.0,0.5731,1.6338,1396.2667,0.1429,15.0,2.1429,18.0,3702.0,324.5,408.0,2.4286,5.0,7.0,17.0,325.0,2992.0,0.7143,118.3277,119.55,349266
'FA',1971.0,1.31,5.56,61.0,172.0,834.0,662.0,6.13,16.67,4.68,58.27,38.24,0.4231,9.90921E-5,15.5,46.2,13.3,13.1,15.9,13.4,54.3,0.0,93.0,0.5817,0.1952,0.0405,41.0,39.0,15.0,7.0,0.0,16,0.1275,0.0,31.0,6377.0,251.0,0.0215,127.0,0.27,0.08,76350.0,0.02,78.0,309.0,1.05,0.05681,315.0,4.0,0.08414,6.7488,848.3333,2.3846,90.0,6.9231,16.0,3934.0,75.06,2322.0,0.0,13.0,13.0,0.0,188.0,5873.0767,1.0,242381,148.3023,797653
'GA',2852.0,0.21,3.03,869.0,1517.0,3660.0,2143.0,19.07,22.43,8.03,28.17,10.93,1.2833,0.0018706,7.7,69.6,9.8,7.0,9.8,9.6,37.3,0.0,153.0,0.5665,0.1909,0.0493,47.0,69.0,64.0,16.0,1.0,0.0136,0.1186,2.0,30.0,8911.0,639.0,0.0252,556.0,3.74,0.39,77539.0,0.57,553.0,375.0,2.54,0.01417,392.0,39.0,0.28267,6.3412,9692375,0.7,8.0,0.8,10.0,8576.0,1190.6,2243.0,3.1,14.0,10.0,31.0,101.0,7753.9,1.4,197.8036,143.7258,5813
'FA',2835.0,0.79,3.39,415.0,767.0,2323.0,1556.0,26.71,23.55,6.46,34.87,15.87,0.8194,0.00145222,18.9,44.3,12.8,15.4,18.2,14.0,61.9,0.0,140.0,0.5808,0.2121,0.0539,57.0,39.0,11.0,15.0,1.0,0.0123,0.1397,1.0,22.0,6599.0,198.0,0.0359,197.0,11.93,0.53,89018.0,1.78,2023.0,607.0,3.58,0.01137,631.0,56.0,0.31301,6.9117,1348.7576,1.6923,66.0,5.0769,17.0,3923.0,443.72,1232.0,2.1538,25.0,13.0,28.0,136.0,6847.5386,1.9231,141.0745,244.4074,19894
'AC',1228.0,14.0,6.05,22.0,4.0,125.0,121.0,10.71,19.2,3.2,77.6,21.41,0.1018,1.61172E-7,9.5,51.2,12.4,9.4,12.3,11.3,46.7,1.0,43.0,0.5573,0.1527,0.0374,15.0,8.0,7.0,4.0,0.0,0.0199,0.0836,0.0,7.0,1711.0,131.0,0.0368,38.0,0.05,0.09,15719.0,0.01,4.0,66.0,0.88,0.02216,67.0,2.0,0.04545,0.3255,827.3158,0.7,19.0,1.9,15.0,4199.0,108.24,1365.0,1.8,0.0,10.0,18.0,101.0,1571.9,0.0,234.6119,90.0526,6062461
'FA',2573.0,4.2,2.77,54.0,173.0,711.0,538.0,1.35,30.66,0.56,41.63,14.63,0.2763,6.15785E-4,12.2,55.1,12.2,10.6,13.4,12.0,48.8,1.0,110.0,0.5143,0.2457,0.0557,40.0,47.0,16.0,5.0,0.0,0.0124,0.1207,1.0,31.0,7024.0,350.0,0.0224,184.0,4.01,0.27,54587.0,0.38,461.0,327.0,2.85,0.02022,332.0,14.0,0.19572,11.8915,791.1159,1.8571,69.0,9.8571,20.0,10716.0,164.26,1299.0,3.5714,11.0,7.0,25.0,91.0,7798143,1.5714,164.4187,226.5806,147019
'GA',1237.0,1.68,18.71,21.0,5.0,136.0,131.0,0.47,6.62,0.74,89.71,45.55,0.1099,2.55444E-7,18.6,48.9,11.5,15.1,18.0,13.2,59.3,0.0,21.0,0.6122,0.2245,0.0426,2.0,9.0,3.0,3.0,0.0,0.0099,0.1103,0.0,1.0,1714.0,49.0,0.0315,40.0,0.01,0.02,19720.0,0.0,4.0,101.0,0.31,0.07196,105.0,0.0,0.0198,1.4151,2465.0,0.2,8.0,1.6,194.0,3928.0,76.79,1141.0,0.2,6.0,5.0,1.0,208.0,3944.0,1.2,187.8095,342.8,5943885
'FA',1080.0,1.42,12.33,8.0,1.0,75.0,74.0,7.61,6.67,6.67,86.67,25.83,0.0694,2.92234E-8,32.1,16.8,12.5,26.0,30.1,19.1,86.4,1.0,12.0,0.6552,0.3103,47,4.0,2.0,1.0,0.0,0.0,0.0215,0.1218,2.0,1.0,1765.0,29.0,0.0351,49.0,0.66,0.03,19193.0,0.02,56.0,84.0,0.99,0.1248,90.0,0.0,0.40476,1.2237,1370.9286,0.0,14.0,2.3333,10.0,5782.0,124.73,1307.0,0.3333,0.0,6.0,2.0,378.0,3198.8333,0.0,213.2556,588.3333,8475800
'SB',1823.0,5.81,2.38,1.0,29.0,67.0,38.0,5.44,31.34,11.94,25.37,3.95,0.0368,4.38975E-7,6.6,80.4,8.0,5.7,8.5,8.4,33.4,0.0,9.0,0.5806,0.1613,0.0352,1.0,3.0,2.0,0.0,0.0,0.0066,0.0485,0.0,1.0,454.0,31.0,22,13.0,1.4,1.37,5639.0,1.24,89.0,99.0,1.56,0.41267,102.0,0.0,0.87879,2.8781,0.0,1.0,0.0,0.0,189.0,1952.0,77.16,1963.0,2.0,5.0,0.0,2.0,75.0,0.0,5.0,55.2843,90.8,1237822
'FA',1702.0,2.86,4.64,100.0,40.0,346.0,306.0,6.47,21.39,7.51,55.78,15.28,0.2033,1.59707E-5,15.8,49.5,11.6,13.6,16.8,13.6,54.0,0.0,103.0,0.5449,0.25,0.0658,21.0,35.0,40.0,4.0,1.0,0.0091,0.1275,0.0,16.0,4527.0,156.0,0.0422,194.0,0.07,0.03,48031.0,0.0,18.0,236.0,0.9,0.0299,241.0,13.0,0.01695,2.3418,1091.6136,0.75,44.0,5.5,25.0,6972.0,232.67,2334.0,0.5,3.0,8.0,4.0,122.0,6003875,375,199.2988,377.25,1690448
'AC',1775.0,2.86,3.61,50.0,10.0,176.0,166.0,1.92,24.43,1.7,42.05,7.4,0.0992,3.09524E-6,33.1,16.8,13.3,26.2,29.3,17.7,89.8,0.0,27.0,0.5556,0.3333,0.0437,12.0,8.0,4.0,1.0,0.0,0.0097,0.1223,0.0,3.0,2772.0,45.0,0.0195,72.0,0.33,0.17,24678.0,0.08,54.0,124.0,0.75,0.04402,134.0,4.0,0.21774,2.8296,685.5,625,36.0,4.5,25.0,9197.0,192.06,488.0,1.0,2.0,8.0,8.0,223.0,3084.75,0.25,184.1642,554.4,1416262
'FA',2835.0,0.91,3.27,138.0,465.0,1198.0,733.0,8.8,21.54,6.59,34.31,14.66,0.4226,4.61077E-4,13.5,48.8,12.6,12.0,15.3,13.4,50.0,0.0,63.0,0.4427,0.1756,0.0539,27.0,34.0,9.0,7.0,0.0,0.0213,0.1236,1.0,8.0,2913.0,131.0,0.0312,94.0,0.48,0.02,23917.0,0.02,87.0,104.0,0.58,0.0425,110.0,25.0,0.20192,3.0121,996.5417,0.6667,24.0,2.6667,65.0,3998.0,261.41,1951.0,1.3333,1.0,9.0,12.0,92.0,2657.4443,0.1111,217.4273,224.0769,31392
'GA',2613.0,1.29,5.01,596.0,202.0,1078.0,876.0,4.34,18.65,5.19,54.17,21.13,0.4126,9.83519E-5,11.4,53.7,7.6,12.3,16.1,13.4,47.9,0.0,198.0,0.5714,0.2068,0.0439,69.0,44.0,22.0,16.0,3.0,0.0327,0.0919,6.0,16.0,7039.0,266.0,0.0507,222.0,2.36,0.47,59504.0,0.49,214.0,203.0,2.24,0.03177,205.0,29.0,0.16749,2.6413,5409.4546,0.2143,11.0,0.7857,17.0,6609.0,129.1,1895.0,0.4286,30.0,14.0,6.0,142.0,4250.2856,2.1429,290.2634,67.0381,99491
'AC',1418.0,15.95,4.0,20.0,0.0,44.0,44.0,17.07,34.09,4.55,65.91,8.32,31,2.31416E-7,20.7,41.3,12.9,16.7,19.9,14.9,65.6,0.0,15.0,0.7297,0.1622,0.0495,2.0,10.0,5.0,3.0,0.0,0.0146,0.1186,0.0,1.0,1374.0,37.0,0.0167,23.0,0.04,0.01,15831.0,0.0,15.0,65.0,0.17,0.15141,66.0,0.0,0.12308,0.5202,791.55,0.5,20.0,3.3333,72.0,4039.0,52.16,1118.0,0.0,0.0,6.0,0.0,177.0,2638.5,0.0,239.8636,343.5,3699130
'GA',2852.0,0.77,3.02,208.0,1671.0,3222.0,1551.0,5.83,18.65,6.83,24.12,16.52,1.1297,0.00309203,8.8,67.5,10.9,7.4,10.8,10.4,40.8,1.0,92.0,472,0.2141,0.0428,26.0,46.0,15.0,13.0,0.0,0.0128,0.1392,2.0,33.0,5935.0,411.0,0.0195,176.0,4.76,0.17,49153.0,0.56,745.0,223.0,1.42,0.03081,227.0,18.0,0.53812,3.2528,780.2063,1.0,63.0,6.3,11.0,7567.0,410.88,3536.0,1.5,8.0,10.0,15.0,67.0,4915.3,0.8,216533,109.9074,4849
'GA',2703.0,1.1,2.01,156.0,497.0,1136.0,639.0,9.53,33.19,7.48,19.01,3.85,0.4203,2.5908E-4,15.0,38.5,13.9,13.7,17.6,15.0,57.1,0.0,180.0,0.5,0.1781,0.0533,49.0,31.0,42.0,8.0,1.0,0.0253,0.1337,1.0,37.0,6791.0,292.0,0.0377,206.0,4.41,0.33,57154.0,0.64,669.0,342.0,2.25,0.02097,359.0,46.0,0.4152,5.1561,5715.4,0.2667,10.0,0.6667,14.0,6912.0,447.78,1460.0,1.4667,5.0,15.0,22.0,119.0,3810.2666,0.3333,159.2033,83.8395,14895
'ST',1242.0,34.92,1.8,2.0,1.0,10.0,9.0,0.0,50.0,0.0,40.0,1.3,0.0081,9.09898E-12,48.3,-18.2,12.2,39.1,43.4,23.2,120.6,0.0,3.0,0.3333,0.3333,0.0355,2.0,1.0,0.0,0.0,0.0,0.0248,0.1454,0.0,0.0,282.0,3.0,0.0567,10.0,0.62,0.08,2713.0,0.07,92.0,108.0,0.73,0.61854,135.0,0.0,0.7963,0.8299,0.0,0.0,0.0,0.0,260.0,1676.0,183.85,1681.0,1.0,0.0,1.0,1.0,122.0,2713.0,0.0,20.0963,94.0,5877170
'FA',1855.0,9.67,2.39,15.0,85.0,245.0,160.0,2.22,34.29,1.63,25.31,4.13,0.1321,2.98665E-5,17.1,46.6,12.3,14.3,17.7,14.3,57.5,0.0,50.0,0.4928,0.1739,0.0561,15.0,11.0,11.0,2.0,0.0,0.0157,0.1408,0.0,5.0,2103.0,69.0,0.0428,109.0,0.25,0.08,17144.0,0.03,26.0,66.0,0.64,0.06944,71.0,15.0,0.16667,0.5492,0.0,0.6667,0.0,0.0,371.0,3031.0,137.24,1542.0,0.3333,0.0,9.0,3.0,91.0,1904.8889,0.0,241.4648,91.4348,1123615
'SB',1267.0,8.81,2.91,2.0,2.0,34.0,32.0,15.79,44.12,26.47,50.0,4.7,0.0268,9.44699E-9,11.6,60.0,12.8,9.3,11.5,10.6,48.6,0.0,7.0,0.5263,0.1579,0.0208,1.0,3.0,1.0,0.0,0.0,0.0446,0.1131,0.0,1.0,336.0,19.0,0.0268,9.0,0.04,0.02,4180.0,0.01,6.0,13.0,0.08,0.36813,15.0,0.0,0.38462,0.1575,2090.0,0.0,2.0,0.4,31.0,2204.0,221.27,2215.0,0.6,0.0,5.0,3.0,81.0,836.0,0.0,278.6667,84.0,5535853
'FA',2862.0,0.19,3.39,349.0,1762.0,4681.0,2919.0,23.84,22.0,3.12,33.18,17.1,1.6356,0.00397962,16.8,48.6,11.8,14.1,17.4,13.8,55.8,0.0,223.0,0.5886,0.2102,0.0603,65.0,67.0,44.0,19.0,0.0,0.0136,0.1277,1.0,25.0,10253.0,333.0,0.0399,312.0,9.62,0.37,108432.0,1.06,1376.0,484.0,3.38,0.00506,490.0,62.0,0.16116,7105,602.4,2.9,180.0,18.0,22.0,10338.0,429.07,3231.0,1.6,13.0,10.0,16.0,167.0,10843.2,1.3,221.2898,292.9429,36896
'AC',1239.0,14.75,2.42,4.0,10.0,68.0,58.0,2.24,42.65,5.88,42.65,4.37,0.0549,3.41987E-7,12.6,59.5,11.0,10.7,14.2,12.3,48.3,0.0,62.0,0.4828,0.1839,0.0445,3.0,36.0,5.0,3.0,0.0,0.0135,0.1538,0.0,8.0,2002.0,87.0,0.0425,49.0,0.12,0.04,14953.0,0.01,15.0,86.0,0.66,0.07653,91.0,10.0,0.12791,0.7121,0.0,2.0,0.0,0.0,203.0,4310.0,154.98,832.0,1.0,12.0,4.0,4.0,64.0,3738.25,3.0,164.3187,77.0,5921932
'GA',1973.0,0.42,6.62,131.0,68.0,763.0,695.0,53.8,14.81,39.32,59.24,26.93,0.3867,5.38333E-5,19.7,30.1,14.9,16.9,20.6,16.7,65.6,0.0,155.0,0.5993,202,0.0507,73.0,28.0,52.0,8.0,3.0,0.0432,0.1505,0.0,44.0,9721.0,307.0,0.0251,480.0,0.85,0.33,91425.0,0.09,126.0,479.0,3.23,0.03765,485.0,6.0,0.15449,9.5346,879.0865,1375,104.0,13.0,14.0,17358.0,98.85,3965.0,1125,12.0,8.0,9.0,244.0,11428125,1.5,188.5052,422.6522,788565
'SB',2600.0,17.07,1.52,8.0,11.0,46.0,35.0,4.08,63.04,8.7,19.57,1.16,0.0177,5.43241E-8,17.4,54.9,9.5,14.5,17.6,12.4,52.3,0.0,13.0,0.5333,0.2,0.0429,1.0,5.0,0.0,0.0,0.0,0.0112,0.1399,0.0,1.0,536.0,15.0,0.0578,7.0,0.64,0.01,6248.0,0.02,136.0,96.0,0.46,0.43778,104.0,4.0,0.60417,0.6748,0.0,0.0,0.0,0.0,64.0,1667.0,129.41,432.0,0.2,0.0,5.0,1.0,92.0,1249.6,0.0,60.0769,48.7273,107387
'ST',1239.0,17.32,1.86,3.0,1.0,14.0,13.0,0.0,57.14,0.0,35.71,1.46,0.0113,1.77567E-8,14.5,40.4,16.6,11.9,15.8,13.7,55.8,0.0,3.0,0.5294,0.1765,0.0205,1.0,1.0,1.0,0.0,0.0,0.0444,0.0614,0.0,0.0,293.0,17.0,0.0102,3.0,0.01,0.02,3699.0,0.0,2.0,38.0,0.2,0.05196,51.0,0.0,0.02632,0.6541,0.0,0.0,0.0,0.0,19.0,1458.0,144.9,1467.0,1.0,1.0,3.0,3.0,66.0,1233.0,0.3333,72.5294,58.6,5918596
'SB',830.0,7.28,1.5,2.0,0.0,6.0,6.0,36.84,100.0,33.33,33.33,0.58,0.0072,1.58245E-13,3.6,78.9,6.9,4.0,2.8,3.0,21.3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,14.0,2.0,0.1429,0.0,0.01,0.0,305.0,0.0,2.0,3.0,0.02,0.16667,8.0,0.0,0.33333,0.0053,0.0,0.0,0.0,0.0,83.0,140.0,98.99,84.0,1.0,0.0,1.0,1.0,8.0,305.0,0.0,38125,14.0,12924806
'SB',1358.0,29.19,1.43,1.0,3.0,13.0,10.0,0.0,76.92,0.0,23.08,0.79,0.0096,1.79374E-8,15.3,39.3,15.9,12.8,17.2,14.8,60.3,0.0,5.0,0.25,125,0.0491,0.0,1.0,3.0,0.0,0.0,0.0184,0.1043,1.0,0.0,163.0,8.0,0.0368,3.0,0.0,0.0,1662.0,0.0,1.0,16.0,0.05,0.10417,17.0,0.0,0.0625,0.1314,0.0,0.0,0.0,0.0,418.0,1145.0,295.57,1156.0,5.0,0.0,1.0,5.0,42.0,1662.0,0.0,97.7647,27.1667,4379797
'AC',1561.0,5.81,1.71,4.0,89.0,176.0,87.0,3.83,32.39,7.95,18.75,3.52,0.1127,8.50763E-6,9.8,64.5,11.0,8.4,11.3,10.6,42.2,0.0,100.0,0.4085,0.0915,0.0454,24.0,27.0,22.0,4.0,0.0,0.0275,0.1347,2.0,22.0,2732.0,164.0,0.0483,67.0,0.03,0.01,19835.0,0.0,10.0,86.0,0.26,0.06832,88.0,0.0,0.04651,0.5208,0.0,0.2727,0.0,0.0,58.0,5087.0,429.55,301.0,1.1818,0.0,11.0,13.0,49.0,1803.1818,0.0,225.3977,70.0513,2513744
'GA',2607.0,2.29,3.16,210.0,216.0,683.0,467.0,12.65,23.13,5.27,37.34,10.76,262,2.62394E-5,17.1,47.6,12.6,14.1,17.0,13.6,55.6,0.0,45.0,0.5204,0.2347,0.0543,9.0,19.0,11.0,2.0,1.0,0.0119,0.1113,0.0,10.0,2946.0,98.0,0.0217,120.0,9.22,0.15,30502.0,0.82,1035.0,196.0,1.75,0.00665,212.0,15.0,0.29592,5.9791,1326174,625,23.0,2875,14.0,6073.0,290.7,819.0,1.75,3.0,8.0,14.0,130.0,3812.75,375,143.8774,133.9091,102445
'FA',3164.0,0.41,4.14,1400.0,1763.0,5326.0,3563.0,21.58,18.93,5.14,40.82,26.22,1.6833,0.00435438,28.5,8.3,16.4,23.9,27.5,20.4,83.4,0.0,100.0,0.5504,0.3333,0.0664,53.0,26.0,11.0,5.0,0.0,0.0355,0.1249,0.0,3.0,6111.0,129.0,0.0401,180.0,0.0,0.21,89465.0,0.0,0.0,374.0,2.29,0.11632,381.0,44.0,0.0,6.6989,677.7652,0.5833,132.0,11.0,15.0,5563.0,231.48,1960.0,0.0833,6.0,12.0,1.0,296.0,7455.4165,0.5,234.8163,1018.5,25
'ST',2643.0,1.26,1.57,27.0,202.0,413.0,211.0,17.88,41.65,10.9,11.62,2.05,0.1563,2.45079E-5,11.7,60.5,11.0,10.0,13.2,11.7,45.4,2.0,39.0,0.5,0.1471,0.0624,5.0,2.0,13.0,4.0,1.0,0.0112,0.1345,1.0,9.0,1427.0,68.0,0.0378,102.0,0.76,0.06,12436.0,0.13,147.0,65.0,0.34,0.01927,78.0,34.0,0.26154,1.1509,0.0,125,0.0,0.0,227.0,2815.0,571.67,228.0,1.0,0.0,8.0,8.0,66.0,1554.5,0.0,159.4359,54.8846,80833
'BC',2490.0,1.67,2.03,72.0,267.0,622.0,355.0,28.06,32.48,9.0,20.74,3.62,0.2498,2.43762E-5,18.0,52.4,11.3,14.4,17.8,13.3,56.7,1.0,42.0,0.5619,219,0.0347,7.0,12.0,9.0,1.0,0.0,0.0084,0.0981,1.0,16.0,3569.0,105.0,16,158.0,4.1,0.17,27776.0,0.47,595.0,216.0,1.49,0.01647,231.0,13.0,0.35185,4.7413,4629.3335,0.0,6.0,1.0,16.0,7208.0,491.87,787.0,2.3333,8.0,6.0,14.0,138.0,4629.3335,1.3333,120.2424,187.8421,179328
'AC',1027.0,4.83,6.62,7.0,2.0,55.0,53.0,0.0,12.73,5.45,83.64,15.91,0.0536,1.57668E-7,14.4,50.6,12.7,12.1,15.5,13.3,52.1,1.0,77.0,0.4333,0.2056,41,11.0,26.0,9.0,5.0,2.0,0.0225,0.1211,0.0,33.0,4312.0,180.0,0.0232,98.0,0.04,0.51,36464.0,0.02,5.0,156.0,1.24,0.02593,156.0,0.0,0.03205,3.1461,911.6,0.6,40.0,8.0,10.0,11989.0,1810.99,731.0,5.2,0.0,5.0,26.0,87.0,7292.8,0.0,233.7436,539.0,9385828
'GA',2935.0,0.82,3.26,136.0,220.0,879.0,659.0,13.76,25.14,6.37,35.15,7.65,0.2995,8.58403E-5,17.9,47.9,13.0,14.3,16.9,13.2,60.5,0.0,113.0,0.6294,0.2,0.0417,53.0,41.0,18.0,12.0,0.0,26,0.1231,0.0,7.0,5274.0,170.0,0.0364,80.0,1.86,0.12,43286.0,0.15,309.0,248.0,1.49,0.04193,259.0,12.0,0.52419,6.2709,1082.15,0.9,40.0,4.0,12.0,2701.0,384.0,1727.0,4.2,25.0,10.0,42.0,241.0,4328.6,2.5,167.1274,109875,8827
'GA',1500.0,0.57,7.12,15.0,4.0,118.0,114.0,66.34,14.41,78.81,78.81,22.92,0.0787,4.46066E-7,17.7,47.7,13.6,14.0,17.1,13.8,61.3,0.0,22.0,0.5686,0.2353,0.0551,1.0,11.0,3.0,1.0,0.0,0.0232,0.1241,0.0,6.0,1507.0,51.0,0.0226,28.0,0.34,0.04,17158.0,0.02,52.0,137.0,0.9,0.16054,148.0,0.0,0.33577,2251,1072375,0.4286,16.0,2.2857,10.0,2978.0,68.94,1696.0,0.1429,0.0,7.0,1.0,144.0,2451.1428,0.0,115.9324,301.4,2978068
'SB',1027.0,32.86,1.17,2.0,2.0,9.0,7.0,32.2,77.78,33.33,22.22,0.41,0.0088,3.35336E-10,9.0,65.4,11.5,7.6,10.1,9.9,42.7,0.0,4.0,0.2857,0.0,0.0412,0.0,1.0,2.0,0.0,0.0,0.0103,0.0928,0.0,0.0,97.0,7.0,0.0515,2.0,0.01,0.0,1308.0,0.0,4.0,6.0,0.02,0.42857,8.0,2.0,0.33333,0.1417,0.0,0.0,0.0,0.0,131.0,621.0,113.16,624.0,0.5,0.0,2.0,1.0,23.0,654.0,0.0,163.5,48.5,9389245
'GA',2835.0,0.15,2.28,248.0,1237.0,2504.0,1267.0,11.04,25.76,9.86,19.49,5.31,0.8832,0.00151169,16.2,40.7,13.0,14.4,17.9,14.9,56.5,0.0,51.0,0.5625,0.1625,0.0564,16.0,14.0,5.0,2.0,0.0,0.0364,0.1282,1.0,13.0,2199.0,80.0,0.0318,51.0,5.37,0.19,19072.0,1.33,976.0,143.0,0.79,0.00722,146.0,44.0,0.0979,4.1179,3814.4,0.0,5.0,0.7143,15.0,2818.0,345.5,2022.0,1.5714,8.0,7.0,11.0,137.0,2724.5713,1.1429,130.6301,91625,7085
